instance_id,mechanism,scale,mechanism_parameter,algorithm,algorithm_id,status,reference_class,reference_burden,observed_burden,observed_burden_ratio,theoretical_ratio_if_applicable,evidence_class,record_path,record_sha256
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/minimum_unique_carrier_exposure__mandatory_only.toml,a1552a953ce0ffb7cb75c93345c4629834406f92b1196c154b7778c54728ee30
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Declared source order,declared_source_order,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/declared_source_order__mandatory_only.toml,3915664040afed0afaccbeea8d118d2c5afa47dca3b9a1781ed8a244902dfc19
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,Random-order deletion,random_order_rechecked_deletion,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/random_order_rechecked_deletion__mandatory_only.toml,8406866b969ac1efd9081d73c175892e738dd9a8467311e020662b09183d4497
V2-C-M05-S01,rare_mandatory_requirements,small,modules=4;rare_rows=1,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,EXACT_FINITE,3//1,3//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,b89dd46cd9b2ca02766db5f9649a4afdd471dc42d2d112583dadbdfc7026724c
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/weighted_greedy__mandatory_only.toml,25871eeb6a0b04108ee0f30ea4d14addd47656df513f9caa241cff501d21a0fd
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/cardinality_greedy__mandatory_only.toml,842d6929f891c1f801c35ddeb27ada89d465838ee7b21ff7c8ec4e3cfd0dad76
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/weighted_greedy_reverse_delete__mandatory_only.toml,2afbaea507e00841e6a864bf95513b807215e5918338568ef5b040be1959a60a
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/heaviest_safe_first__mandatory_only.toml,1238064a077a7b19fdec594cfbffb433df14ff80c6a41eb915fbc76f6fd99532
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/lightest_safe_first__mandatory_only.toml,5e7335fa5bc9ae6eed59a62e2a5dc9c9966a065de962cfd6070068291e934413
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/maximum_immediate_burden_release__mandatory_only.toml,27edf624cd8a4dd81e9d38a3ea58dd0458b2c40ef77c47114a920fecd7e4167c
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/minimum_unique_carrier_exposure__mandatory_only.toml,643123030ed82ccb0e3acd83973cf9a83cfb7328b8dac4ff1b6df2db5eda741d
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/declared_source_order__mandatory_only.toml,415e2d620bdecfb1e0fcf88a430c93c73b416211479350deede3633b95c70b4e
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,10//1,10//9,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/random_order_rechecked_deletion__mandatory_only.toml,2d89cd2a07fec1f0b514fc1f3c1c2df8c9a88ccd32bc0e18a758654c0dc2702a
V2-C-M05-S02,rare_mandatory_requirements,medium,modules=16;rare_rows=1,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,9//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,1fbea12769dd82c4e609bcdb3698ce6a6e40650b731094ef547da3c970d2576c
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/weighted_greedy__mandatory_only.toml,5c31326ed17a234d9feaf074bb62e46b4aabd316b9302bbffb4bfc22763c2458
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/cardinality_greedy__mandatory_only.toml,7923b598b187df4a825fcb628aa80f38a24525cedd4a1e4be8aa1d539db5f934
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/weighted_greedy_reverse_delete__mandatory_only.toml,e2819dcaf25755443d06a265d116f9f69aac0fefa0a8bae57148d041385e9ea8
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/heaviest_safe_first__mandatory_only.toml,072439664a13d57be6c4d8e2e3c4b3d2c7266c3ccd138c3c1a92fe1924828fb7
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/lightest_safe_first__mandatory_only.toml,46299e197258590367ee418f15bf7b67d3bd267a791e8029685a52fd687f9f13
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/maximum_immediate_burden_release__mandatory_only.toml,0ac4f024163bd9005cdf92718c707d86e0ad5ba17468c7904a2e33b1560a0b43
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/minimum_unique_carrier_exposure__mandatory_only.toml,c776bd20efa093a11a7f734e31d00d7a58c8a886c15f684214e8528c3025cb59
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/declared_source_order__mandatory_only.toml,22abb4507b114a589260897660f0ed2fae754d681b3f36987eadd4575484f8cb
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,37//1,37//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/random_order_rechecked_deletion__mandatory_only.toml,579c10c5c3c296b0714307ebd32cf6034672b741b2cc19edc1047d2bdf4327ac
V2-C-M05-S03,rare_mandatory_requirements,large,modules=64;rare_rows=1,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,33//1,34//1,34//33,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,bcffc9444297465a29291f4b5c8baeaf2a0fb45d68a9691f3c88bcb6e5ab1ac2
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Weighted greedy,weighted_greedy,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/weighted_greedy__mandatory_only.toml,83f0d3597711cb48b97007000a944b8271a8ec18e5de8165fe8d8ee3dfd45766
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Cardinality greedy,cardinality_greedy,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/cardinality_greedy__mandatory_only.toml,f7384765e06b16cec5c61e07d1d0856f151343b38ddd8fe17f5247a086ec2f10
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/weighted_greedy_reverse_delete__mandatory_only.toml,af8cd58020be242912920b67df20bb80fd05329558842b7b7b64effb690f7b34
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Heaviest safe first,heaviest_safe_first,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/heaviest_safe_first__mandatory_only.toml,e6a9ab7d3de8248c9cb80ae790db333c87c7fc7398e43761e6cd5f095c901da6
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Lightest safe first,lightest_safe_first,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/lightest_safe_first__mandatory_only.toml,2b41c160b58ba4aebb54f79b55be5c607e73dd29d7098209927c76a123e6130c
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Maximum immediate release,maximum_immediate_burden_release,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/maximum_immediate_burden_release__mandatory_only.toml,da3abb5be454cd68c751b643e2d67c0465d67427ce173b54514f5df71ed26de0
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/minimum_unique_carrier_exposure__mandatory_only.toml,54d9ae38315b16c153431d03f5b20c05ed6ed11dfc41ba9b7eb45044be827c9c
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Declared source order,declared_source_order,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/declared_source_order__mandatory_only.toml,33d95c14adb8a23fd5ce25d6cdd2123b4ecf20c9934324ab12aed842a62a39cf
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,Random-order deletion,random_order_rechecked_deletion,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/random_order_rechecked_deletion__mandatory_only.toml,20e1f39023a13adba6302971a33c8504d0418c4c0a6b857c10f0bf4f5b23529a
V2-C-M06-S01,symmetric_hard,small,cyclic_order=7,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,EXACT_FINITE,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,770226dd7d94490a332668d8f3748b815f470c8a0cfc5952c9f6befa0e72d307
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/weighted_greedy__mandatory_only.toml,52b9ae71f0a4aaa694e46f1c792b0047ce74164c5e221a787648ec54c92fc911
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/cardinality_greedy__mandatory_only.toml,81907df019af8e834918c99c888f7a29c9261bdfa868807b26f0626f4a8de02d
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/weighted_greedy_reverse_delete__mandatory_only.toml,cc4bd2b7724e58d214b679223c24cae10c0d28b6058a06b6d13b1e859b35d600
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/heaviest_safe_first__mandatory_only.toml,27dc46d52977e51e58fc0f206d3121212c374af6edd6f151bf5c1df486777a3a
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/lightest_safe_first__mandatory_only.toml,27f19a47cdf4198f1ba246bcdd65eaa1866ba6c50f58fd5b2ad5c59174907e7e
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/maximum_immediate_burden_release__mandatory_only.toml,2e6bd7677ec3686f99a4993adb12bf399d84ae8410774f802b03237857af7302
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/minimum_unique_carrier_exposure__mandatory_only.toml,e8409e44e3207b6470868e4a4836019a2635c001a777fdeea287b7120fd3467d
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/declared_source_order__mandatory_only.toml,6b9f9f6e978ad77c8450aa67ce522d964713cb9afebf34ad19d3d7659bd67f59
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/random_order_rechecked_deletion__mandatory_only.toml,1263c37b7d901a8f6488b02bfba76c1cdaba92b2a8aba4d075d7a5cb35d54eed
V2-C-M06-S02,symmetric_hard,medium,cyclic_order=15,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d10e77661e865006388b77c9851af6227b1f6d05b6d6d7406106a8485695f4c0
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Weighted greedy,weighted_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/weighted_greedy__mandatory_only.toml,bbd8337154f6d7c15e24de6cc605fa15e3d6d49b63b530c7f9b218e470c5e1a4
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Cardinality greedy,cardinality_greedy,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/cardinality_greedy__mandatory_only.toml,795f07a45145f4691be5c77db9ba111a86947bdda23e1e03347530605e795253
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/weighted_greedy_reverse_delete__mandatory_only.toml,3ceab331f644a67aced62d4e88cd48200c8b45cbf7c3e94a74859265d34a06c1
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Heaviest safe first,heaviest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/heaviest_safe_first__mandatory_only.toml,a17206469245654a97b6ac7f305ad950d9f9f9210f3aea354a562eeee8a7e9ec
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Lightest safe first,lightest_safe_first,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/lightest_safe_first__mandatory_only.toml,c09b0bc78029f70a8737451f127edeb4a188a1b451938138c7f44fd81cd9650f
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Maximum immediate release,maximum_immediate_burden_release,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/maximum_immediate_burden_release__mandatory_only.toml,7744f36b08a1d85f36da9ddb71af334d5074dcb46d4f5fda60b1a5804026da7c
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/minimum_unique_carrier_exposure__mandatory_only.toml,d6f697683260e02d237f84d69817c25939d39d307610ff64864edb1bff40a873
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Declared source order,declared_source_order,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/declared_source_order__mandatory_only.toml,0e9f5f6597b0119f37f1c88580119b4680ca8dc2bc11cd333343ab0ce59dd5cf
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,Random-order deletion,random_order_rechecked_deletion,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,3//1,3//2,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/random_order_rechecked_deletion__mandatory_only.toml,73fe1b402dbe6f81fe31a11c8739d7616579abe668f83825ea51faedde9ec540
V2-C-M06-S03,symmetric_hard,large,cyclic_order=31,32-start random deletion,multistart_random_rechecked_deletion_32,SOLVED,MIP_OPTIMAL_EXACTLY_RECHECKED,2//1,2//1,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,8b552cc7058b1902c8f9cda39a61d4eef09aa074fcf4da24b2ca439f7531a71c
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Weighted greedy,weighted_greedy,SOLVED,EXACT_FINITE,15//4,15//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/weighted_greedy__mandatory_only.toml,8787ae8dce771dd561b263fe07ab6f1f9dd93bdd65db2f7b6f7c0614160de5ca
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Cardinality greedy,cardinality_greedy,SOLVED,EXACT_FINITE,15//4,17//4,17//15,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/cardinality_greedy__mandatory_only.toml,3c2f0d13333c42a8c78bf795b9632903f7ce1bf34fd51acfea71fd839659998e
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,SOLVED,EXACT_FINITE,15//4,15//4,1//1,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/weighted_greedy_reverse_delete__mandatory_only.toml,1dc91978ef6924ff8371de6239c277830ffac5ad58e7f4d37b6cc01cd757e57d
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Heaviest safe first,heaviest_safe_first,SOLVED,EXACT_FINITE,15//4,4//1,16//15,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/heaviest_safe_first__mandatory_only.toml,6aabfce3954e3ccc5e2f587be512c606a3819ec3f098ebcbab02397ab031b5c4
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Lightest safe first,lightest_safe_first,SOLVED,EXACT_FINITE,15//4,6//1,8//5,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/lightest_safe_first__mandatory_only.toml,3a5da2ad1d6bd9eae202903b4435b6b1fb393088aeb0bcd7c69d42622d0c3586
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Maximum immediate release,maximum_immediate_burden_release,SOLVED,EXACT_FINITE,15//4,4//1,16//15,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/maximum_immediate_burden_release__mandatory_only.toml,c7b5067b6d002d0c8f0a8cc13d54321c793f0b118e91c4b0179f2a94e8f4f07a
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,SOLVED,EXACT_FINITE,15//4,6//1,8//5,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/minimum_unique_carrier_exposure__mandatory_only.toml,ffa205552030160d317732fa5e95e006850946d536241a5fe1e02f3c89759188
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Declared source order,declared_source_order,SOLVED,EXACT_FINITE,15//4,6//1,8//5,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/declared_source_order__mandatory_only.toml,0f2b816c4d8b5af1911356b0d77d182c270d0c4d1e39ebda036399a072de8637
V2-C-M07-S01,bundle_versus_singleton,small,k=4;bundles=2,Random-order deletion,random_order_rechecked_deletion,SOLVED,EXACT_FINITE,15//4,6//1,8//5,NOT_APPLICABLE,synthetic exact-feasibility computation,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M07-S01/random_order_rechecked_deletion__mandatory_only.toml,ea861dfbd209090e9803d634c61dc7f4f65910e545a7baa73b0c98645e934e01
